UniProt_Accession,Gene_Name,Confidence_Level,SMILES,InChI_Key,Molecular_Formula,Molecular_Weight,Classification
P06493,CDK1,1,CCCCOC1=C(C=NC2=NNC=C12)C(=O)C3=C(C=C(C=C3F)C)F,SCFMWQIQBVZOQR-UHFFFAOYSA-N,C18H17F2N3O2,345.35,inhibitor
P06493,CDK1,1,C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F,KDKUVYLMPJIGKA-UHFFFAOYSA-N,C15H12F2N6O3S,394.36,inhibitor
P06493,CDK1,1,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,SAQUSDSPQYQNBG-UHFFFAOYSA-N,C16H10BrN3O2,356.18,inhibitor
P06493,CDK1,1,COC1=CC2=C(C=C1)NC(=O)C2=CC3=CN=CN3,QNUKRWAIZMBVCU-UHFFFAOYSA-N,C13H11N3O2,241.25,inhibitor
P06493,CDK1,1,CS(=O)(=O)N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,CCUXEBOOTMDSAM-UHFFFAOYSA-N,C17H19Cl2N5O4S,460.34,inhibitor
P06493,CDK1,1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl.Cl,PAOFPNGYBWGKCO-UHFFFAOYSA-N,C16H18Cl3N5O2,418.71,inhibitor
P06493,CDK1,1,CC(C(C)OC1=NC(=NC=C1C(F)(F)F)NC2=CC=C(C=C2)S(=N)(=O)C3CC3)O,UELYDGOOJPRWGF-UHFFFAOYSA-N,C18H21F3N4O3S,430.45,inhibitor
P06493,CDK1,1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,OVPNQJVDAFNBDN-UHFFFAOYSA-N,C16H17Cl2N5O2,382.25,inhibitor
P06493,CDK1,1,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=C(C=C4)S(=O)(=O)O)O)N=O,BZZVPFDMEVQJTI-UHFFFAOYSA-N,C16H11N3O5S,357.35,inhibitor
P06493,CDK1,1,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C,HUXYBQXJVXOMKX-UHFFFAOYSA-N,C19H31N5O2,361.49,inhibitor
P06493,CDK1,1,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6.Cl.Cl,WJVMGQMXUBAAPL-UHFFFAOYSA-N,C29H37Cl2N7O4,618.57,inhibitor
P06493,CDK1,1,O=C(N1)/C(C2=C1C=CC(S(=O)(O)=O)=C2)=C3NC(C=CC=C4)=C4C/3=O,IHBOEHLUIBMBMY-BUHFOSPRSA-N,C16H10N2O5S,342.33,inhibitor
P06493,CDK1,1,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,RXZMYLDMFYNEIM-UHFFFAOYSA-N,C25H32N8O,460.59,inhibitor
P06493,CDK1,1,CCNCC1=CN=CC(=C1C)C2=CC3=C(C=C2)NN=C3C4=NC5=C(N4)C=C(C=C5F)F,MEKASOQEXYKAKM-UHFFFAOYSA-N,C23H20F2N6,418.45,inhibitor
P06493,CDK1,1,CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=C(C=C3)C4=CC=CC=N4,HOCBJBNQIQQQGT-UHFFFAOYSA-N,C24H29N7O,431.54,inhibitor
P06493,CDK1,1,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,QLUYMIVVAYRECT-UHFFFAOYSA-N,C21H20ClNO5,401.85,inhibitor
P14635,CCNB1,1,O=C(N/N=C/C1=CC=C(OC)C=C1)/C=C/C2=CC=C(O)C(OC)=C2,HLVGLTIKHLCMAO-ATFGCDJJSA-N,C18H18N2O4,326.35,inhibitor
P01344,IGF2,3,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,SECKRCOLJRRGGV-UHFFFAOYSA-N,C23H32N6O4S,488.61,activator
Q15131,CDK10,3,O=C1C2=C(O)C=C(O)C(C3=CCN(C)CC3)=C2OC(C4=C(Cl)C=C(SC5=NC(C=CC=C6)=C6N5C)C=C4)=C1,BTDCUFCJAWQJCI-UHFFFAOYSA-N,C29H24ClN3O4S,546.05,inhibitor
Q15131,CDK10,3,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3,OUSFTKFNBAZUKL-UHFFFAOYSA-N,C17H24N4O2S2,380.54,inhibitor
Q15131,CDK10,3,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCCC4CCO,PIMQWRZWLQKKBJ-UHFFFAOYSA-N,C21H28N6O2,396.50,inhibitor
Q15131,CDK10,3,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,BIIVYFLTOXDAOV-UHFFFAOYSA-N,C21H20ClNO5,401.85,inhibitor
Q15131,CDK10,3,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,QLUYMIVVAYRECT-UHFFFAOYSA-N,C21H20ClNO5,401.85,inhibitor
Q15131,CDK10,3,CC(=O)NC1CCCC(C1)C(=O)NC2=NC=C(C(=C2)C3=C4CC(CN4N=C3)(C)C)Cl,AVIWDYSJSPOOAR-UHFFFAOYSA-N,C22H28ClN5O2,429.95,inhibitor
Q15131,CDK10,3,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,OVPNQJVDAFNBDN-UHFFFAOYSA-N,C16H17Cl2N5O2,382.25,inhibitor
Q15131,CDK10,3,C1CC2CC1CC2NC3=NC(=C(S3)C(=O)C4=CC=CC=C4[N+](=O)[O-])N,JRNXAQINDCOHGS-UHFFFAOYSA-N,C17H18N4O3S,358.42,inhibitor
Q15131,CDK10,3,COCC(C)NC(CC1)CCC1NC2=NC=C(Cl)C(C3=CC=CC(NCC4(C#N)CCOCC4)=N3)=C2,XWQVQSXLXAXOPJ-UHFFFAOYSA-N,C27H37ClN6O2,513.09,inhibitor
Q99459,CDC5L,1,CC(C)N1C=NC2=C(N=C(N=C21)N(CCO)CCO)NCC3=CC=C(C=C3)OC,NQVIIUBWMBHLOZ-UHFFFAOYSA-N,C20H28N6O3,400.48,inhibitor
P43351,RAD52,3,ClCCN(CCCl)C1=CC=C(CCCC(NO)=O)C=C1,GKYVNFZNLNLFKF-UHFFFAOYSA-N,C14H20Cl2N2O2,319.23,inhibitor
P43351,RAD52,3,O=C(OC)/C(C1=CC=CC=C1)=C/OC2C=C(C)C(O2)=O,WJDWZYXKJSRBOC-FMIVXFBMSA-N,C15H14O5,274.27,inhibitor
P43351,RAD52,3,C1CC(=O)OC2=CC=CC=C21,VMUXSMXIQBNMGZ-UHFFFAOYSA-N,C9H8O2,148.16,inhibitor
P43351,RAD52,3,C1=C(C(=CC(=C1O)O)O)CC(C(=O)O)N,YLKRUSPZOTYMAT-UHFFFAOYSA-N,C9H11NO5,213.19,inhibitor
P43351,RAD52,3,CC1=C2C(C=CC(NC(NCCN(CC)CC)=S)=C2)=NC(N3CCN(CC)CC3)=C1,UXDGHRWOHOPKIL-UHFFFAOYSA-N,C23H36N6S,428.65,inhibitor
P43351,RAD52,3,OCCCNC1=C2C(C=CC=C2)=NC(NC3=CC(OC)=CC=C3OC)=N1,GIWRDZUFGSEQJA-UHFFFAOYSA-N,C19H22N4O3,354.41,inhibitor
P43351,RAD52,3,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N,RTRQQBHATOEIAF-UHFFFAOYSA-N,C9H14N4O5,258.23,inhibitor
P43351,RAD52,3,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,290.27,inhibitor
P43351,RAD52,3,C1C2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O,TUSDEZXZIZRFGC-UHFFFAOYSA-N,C27H22O18,634.46,inhibitor
P43351,RAD52,3,OC1=CC(C(OC[C@H]2O[C@@H](OC(C3=CC(O)=C(O)C(O)=C3)=O)[C@H](O)[C@H]4[C@@H]2O)=O)=C(C5=C(C(O4)=O)C=C(O)C(O)=C5O)C(O)=C1O,TUSDEZXZIZRFGC-ORQNFNANSA-N,C27H22O18,634.46,inhibitor
P18887,XRCC1,3,C1=CC(=CC(=C1)Cl)NC2=NC3=C(C=CC(=C3)C(=O)O)C4=C2C=CN=C4,MUOKSQABCJCOPU-UHFFFAOYSA-N,C19H12ClN3O2,349.78,inhibitor
P18887,XRCC1,3,ClC1=CC=CC(NC2=NC=NC3=CC=C(NC(C4=C5N(C(N(CCCl)N=N5)=O)C=N4)=O)C=C32)=C1,BDGJZICTHXQXSM-UHFFFAOYSA-N,C21H15Cl2N9O2,496.32,inhibitor
P18887,XRCC1,3,CN(CCNS(=O)(C1=CC=CC2=C1C=CC=C2N(C)C)=O)CC/N=N/NC3=CC4=C(NC5=CC=CC(Cl)=C5)N=CN=C4C=C3,KYVRWAGUEBMRLC-UHFFFAOYSA-N,C31H34ClN9O2S,632.19,inhibitor
P23528,CFL1,1,CC(C)C(=O)NC1=NC=C(S1)C2=CC(=NN2C3=C(C=CC=C3Cl)Cl)C(F)F,IVUGBSGLHRJSSP-UHFFFAOYSA-N,C17H14Cl2F2N4OS,431.29,inhibitor
P23528,CFL1,1,COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O,IPDMWUNUULAXLU-UHFFFAOYSA-N,C16H10O5,282.25,inhibitor
P23528,CFL1,1,CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,NDYMQXYDSVBNLL-UHFFFAOYSA-N,C32H44O8,556.70,inhibitor
Q9NYY3,PLK2,1,C1=CC2=C(C=CC(=C2)NC(=O)C3=CC(=C(C=C3)Cl)Cl)C=C1C(=O)NC4=NC=CS4,MRITYVDXXFOOAU-UHFFFAOYSA-N,C21H13Cl2N3O2S,442.33,inhibitor
Q9NYY3,PLK2,1,CN(C(C=N1)=C(N(C2CCCC2)C3CC)N=C1NC4=CC=C(S(NC)(=O)=O)C=C4)C3=O,PRMNYSLMFFRETJ-UHFFFAOYSA-N,C21H28N6O3S,444.56,inhibitor
Q9NYY3,PLK2,1,CN(C(C=N1)=C(N(C2CCCC2)C3CC)N=C1N4C(C=CC(C(NCC)=O)=C5)=C5C=C4)C3=O,HKERRRNEVQHIRB-UHFFFAOYSA-N,C25H30N6O2,446.56,inhibitor
Q9NYY3,PLK2,1,O=C1N(C)C2=NC(NC3=CC4=C(NC=C4)C=C3)=NC=C2C=C1S(C5=CC=C(F)C=C5F)(=O)=O,ZEHBZHZMQSHZFI-UHFFFAOYSA-N,C22H15F2N5O3S,467.46,inhibitor
Q9NYY3,PLK2,1,CN(C1=CN=C(N2C=CN=C2)N=C1N(C3CCCC3)C4CC)C4=O,RRJMQUJIIJKKOH-UHFFFAOYSA-N,C17H22N6O,326.40,inhibitor
Q9NYY3,PLK2,1,CN(C1=CN=C(N2C=CN=C2C3=CC=C(F)C=C3)N=C1N(C4CCOC4)C5CC)C5=O,HXPKCEXQOBXOIS-UHFFFAOYSA-N,C22H23FN6O2,422.46,inhibitor
Q9NYY3,PLK2,1,CN(C1=CN=C(N2C=CN=C2C3=CC=CC=C3)N=C1N4C5(CC)COCC4)C5=O,UZBZLIAKCDCTBS-UHFFFAOYSA-N,C21H22N6O2,390.45,inhibitor
Q9NYY3,PLK2,1,CN(C1=CN=C(N2C=CN=C2C3=CC=C(F)C=C3)N=C1N(C4=NN(C)C=C4)C5CC)C5=O,JMVCDNFYMJCUDW-UHFFFAOYSA-N,C22H21FN8O,432.46,inhibitor
Q9NYY3,PLK2,1,NC1=NC=NC2=C1C(C3=CC=C(NC(NC4=CC=CC(C)=C4)=O)C=C3)=CS2,DZSUJUOJJJCWGG-UHFFFAOYSA-N,C20H17N5OS,375.46,inhibitor
Q9NYY3,PLK2,1,FC1=C2C(NC(C(C3=NC4=C(C=C(N5CCN(C)CC5)C=C4)N3)=C2N)=O)=CC=C1,PIQCTGMSNWUMAF-UHFFFAOYSA-N,C21H21FN6O,392.44,inhibitor
Q9NYY3,PLK2,1,NC(CC1=CNC2=C1C=CC=C2)COC3=CN=CC(S4=CC(C=CN=C5)=C5C4)=C3,JBTFONCFKGGUGZ-UHFFFAOYSA-N,C23H22N4OS,402.52,inhibitor
Q9NYY3,PLK2,1,O=C(N)C1=C(OCC2=CC=CC=C2C(F)(F)F)C=C(S1)N(C=N3)C4=C3C=C(OC)C(OC)=C4,JSKUWFIZUALZLX-UHFFFAOYSA-N,C22H18F3N3O4S,477.46,inhibitor
Q9NYY3,PLK2,1,CC(C1=CC=CC=C1)NC2=NC=C3C(=C2)C(=NO3)C4=CC5=C(C=C4)OCO5,DAAGOCSHXCDWDY-UHFFFAOYSA-N,C21H17N3O3,359.39,inhibitor
Q9NYY3,PLK2,1,CCC1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C,SXNJFOWDRLKDSF-UHFFFAOYSA-N,C34H50N8O3,618.83,inhibitor
Q9NYY3,PLK2,1,CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2F)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC,GWRSATNRNFYMDI-UHFFFAOYSA-N,C27H34F3N7O3,561.61,inhibitor
P11802,CDK4,1,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,AHJRHEGDXFFMBM-UHFFFAOYSA-N,C24H29N7O2,447.54,inhibitor
P11802,CDK4,1,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,UZWDCWONPYILKI-UHFFFAOYSA-N,C27H32F2N8,506.61,inhibitor
P11802,CDK4,1,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,RHXHGRAEPCAFML-UHFFFAOYSA-N,C23H30N8O,434.55,inhibitor
P11802,CDK4,1,CC[C@@H]([C@@H](C)O)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CN=C(C=C3C)C,DLPIYBKBHMZCJI-WBVHZDCISA-N,C21H31N7O,397.53,inhibitor
P11802,CDK4,1,O=C(NC1CC1)[C@@H](C)N2CCN(CC(NC3=C(C(OC)=O)C(CCC4)=C4S3)=O)CC2,GCFGWHDYHVHHOG-CYBMUJFWSA-N,C21H30N4O4S,434.56,inhibitor
P11802,CDK4,1,FC1=CN=C(N=C1C2=CC=C(N=CC=N3)C3=C2)NC4=NC=C(CN5CCN(CC)CC5)C=C4.C,AMVDVRVXBFXGIT-UHFFFAOYSA-N,C25H29FN8,460.56,inhibitor
P11802,CDK4,1,FC1=CN=C(N=C1C2=CC=C(N=CC=N3)C3=C2)NC4=NC=C(CN5CCNCC5)C=C4,YLUQUCFYXQIZHD-UHFFFAOYSA-N,C22H21FN8,416.46,inhibitor
P11802,CDK4,1,O=C(NC1=CC=CC=C/21)C2=N/NC(C3=CC4=CC=CC=C4N3)=O,GOBYCFFZMXJREU-UHFFFAOYSA-N,C17H12N4O2,304.31,inhibitor
P11802,CDK4,1,O=C(NC1=CC=C(C)C=C/21)C2=N/NC(C3=CC4=CC=CC=C4N3)=O,YWYQZNBUXHKGDN-UHFFFAOYSA-N,C18H14N4O2,318.34,inhibitor
P11802,CDK4,1,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)C4CCNCC4)C5CCCC5)C(=O)C,SGJLSPUSUBJWHO-UHFFFAOYSA-N,C25H30N6O2,446.56,inhibitor
P11802,CDK4,1,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6,PDGKHKMBHVFCMG-UHFFFAOYSA-N,C24H30N8O,446.56,inhibitor
P11802,CDK4,1,FC1=CN=C(NC(C=C2)=NC=C2CN3CCN(CC)CC3)N=C1C4=CC(N5C6C)=C(N=C5CCC6)C(C)=C4,DHBQSOXPVLRTKM-UHFFFAOYSA-N,C29H35FN8,514.65,inhibitor
P11802,CDK4,1,CC1=C(C(C)=O)C2=NC(C(C)C)=CN2C3=NC(NC4=CC=C(N5CCNCC5)C=C4)=NC=C31,DEVYXOKAXWLJRC-UHFFFAOYSA-N,C25H29N7O,443.56,inhibitor
P11802,CDK4,1,CC(C)N1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6,YPJRHEKCFKOVRT-UHFFFAOYSA-N,C26H34N8O,474.61,inhibitor
P11802,CDK4,1,O=C(N(C)C)C1=CC2=CN=C(NC(C=C3)=CC=C3CS(CCCCCCN=C=S)(=O)=O)N=C2N1C4CCCC4,GLOWIOLLKQLTHR-UHFFFAOYSA-N,C28H36N6O3S2,568.77,inhibitor
P11802,CDK4,1,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,BIIVYFLTOXDAOV-YVEFUNNKSA-N,C21H20ClNO5,401.85,inhibitor
P11802,CDK4,1,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,OVPNQJVDAFNBDN-UHFFFAOYSA-N,C16H17Cl2N5O2,382.25,inhibitor
P11802,CDK4,1,CC1=CC=C(/C=C(SC(N23)=NC(N=C4C5=CC=CS5)=C(C(C6=CC=C(Cl)C=C6)=C4)C3=O)/C2=O)C=C1,DJWAEYRGMFFEPL-XKZIYDEJSA-N,C27H16ClN3O2S2,514.03,inhibitor
P11802,CDK4,1,O=C1NC(N/N=C/C2=CC=C(Cl)C=C2)=NC3=C1C(C4=CC=C(C=C4)CCl)=CC(C5=CC=CS5)=N3,FLVHVOFANLQHPV-CCVNUDIWSA-N,C25H17Cl2N5OS,506.42,inhibitor
P11802,CDK4,1,C[C@H]([C@@H](C)OC1=NC(=NC=C1C(F)(F)F)NC2=CC=C(C=C2)S(=N)(=O)C3CC3)O,UELYDGOOJPRWGF-MFOHZAOFSA-N,C18H21F3N4O3S,430.45,inhibitor
P11802,CDK4,1,CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O,MRPGRAKIAJJGMM-OCCSQVGLSA-N,C22H19ClF3NO5,469.84,inhibitor
P11802,CDK4,1,CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,QLUYMIVVAYRECT-OCCSQVGLSA-N,C21H20ClNO5,401.85,inhibitor
P11802,CDK4,1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,BTIHMVBBUGXLCJ-OAHLLOKOSA-N,C19H26N6O,354.46,inhibitor
P11802,CDK4,1,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O.[Cl-],PWUOOJVYZQILBG-UHFFFAOYSA-N,C18H11ClN2O,306.75,inhibitor
P11802,CDK4,1,O[C@H]1CC[C@@H](CC1)NC2=CC(NCC)=NC(NC3=CC(C=C4)=C(N4CC5=CC=CC=C5)C=C3)=N2,YVXCDLCJCIDFHE-AFARHQOCSA-N,C27H32N6O,456.59,inhibitor
P11802,CDK4,1,ClC1=CC2=C(C=C1)CC(NCC3=CC(NC(NC4=C(C5=CC=C4)[C@@H]6CCCN6C5=O)=O)=NN3)C2,CGHADMRBCNGDHX-LFABVHOISA-N,C25H25ClN6O2,476.97,inhibitor
P11802,CDK4,1,S=C1C2=C(NC3=CC=CC=C31)C(OC)=CC=C2OC,KFAKESMKRPNZTM-UHFFFAOYSA-N,C15H13NO2S,271.34,inhibitor
P11802,CDK4,1,O=S1(NN=C(NCC(C=C2)=CC=C2F)C3=CC=CC=C31)=O,VYRXJABLUQTIJZ-UHFFFAOYSA-N,C14H12FN3O2S,305.33,inhibitor
P11802,CDK4,1,BrC(C=C1)=CC2=C1C(C3=C4C(NC3=O)=O)=C(N2)C5=C4C6=C(N5)C=CC=C6,NMFKDDRQSNVETB-UHFFFAOYSA-N,C20H10BrN3O2,404.22,inhibitor
P11802,CDK4,1,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,QLUYMIVVAYRECT-UHFFFAOYSA-N,C21H20ClNO5,401.85,inhibitor
P11802,CDK4,1,CC(C1CC2=C(N=CN=C2N/N=C/C3=NC=CC=C3)S1)(C)C,JFXDEBSYXBBGFP-AWQFTUOYSA-N,C16H19N5S,313.43,inhibitor
P11802,CDK4,1,O=C(N(CC1CCCC1)CC2=NCC(NCC3=CC=C(N4CCNCC4)C=C3)=NC=C25)C(I)=C5C,LPLCTHORFZTKLO-UHFFFAOYSA-N,C27H35IN6O,586.52,inhibitor
P11802,CDK4,1,O=C(N(CC1CCCC1)CC2=NCC(NCC3=NC=C(N4CCNCC4)C=C3)=NC=C25)C(C(C)=O)=C5C,DBFLXAWZXMPCEO-UHFFFAOYSA-N,C28H37N7O2,503.65,inhibitor
P11802,CDK4,1,CN(CCC1=CNC2=CC=CC=C21)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4,CPKLVRIYXBROSG-UHFFFAOYSA-N,C24H22N2O,354.45,inhibitor
P11802,CDK4,1,O=C(C1=CC=C(C2=CC=C(C)C=C2)C=C1)N3CCC4=C(NC5=C4C=CC=C5)C3,ZRJLBJNURFECFO-UHFFFAOYSA-N,C25H22N2O,366.46,inhibitor
P11802,CDK4,1,O=C(N(CC1)C(C=C2)=C1C=C2C)C(C3=CNC4=C3C=C(C)C=C4)=O,BICOMKBAGNUDPP-UHFFFAOYSA-N,C20H18N2O2,318.38,inhibitor
P11802,CDK4,1,N(C=C1)(CCN2C=CC3=C2C=CC=C3)C4=C1C=CC=C4,FAGBBZXDIHAXQW-UHFFFAOYSA-N,C18H16N2,260.34,inhibitor
P11802,CDK4,1,COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C,JRNJNYBQQYBCLE-UHFFFAOYSA-N,C18H21F2N5O4S,441.46,inhibitor
P11802,CDK4,1,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,RXZMYLDMFYNEIM-UHFFFAOYSA-N,C25H32N8O,460.59,inhibitor
P11802,CDK4,1,O=C(N(C)C)C1=CC2=C(N=C(NC3=CC=C(C(N4CC5CCC(N5)C4)=O)C=N3)N=C2)N1C(C=C6)=CC=C6C(C)(C)C,VTSDFHMWTKRCAL-UHFFFAOYSA-N,C31H36N8O2,552.68,inhibitor
P11802,CDK4,1,O=C(C1=[N+]2C=CC3=C1NC4=CC=CC=C43)C5=C2C=CC=C5,WYQIPCUPNMRAKP-UHFFFAOYSA-O,C18H11N2O+,271.30,inhibitor
P11802,CDK4,1,O=C(N(C1)CCC2=C1NC3=C2C=CC=C3)C4=CC=CC=C4C5=CC=CC=C5,UCWAWBWZKYMCRY-UHFFFAOYSA-N,C24H20N2O,352.44,inhibitor
P11802,CDK4,1,O=C(C1=CC(C2=C3C=CC=CC3=CN=C2)=C(C#N)C=C1)C(NC4=N5)=NC4=CC=C5N6CCC(N(C)C)CC6,AZXYPCBAGCXZPP-UHFFFAOYSA-N,C30H27N7O,501.59,inhibitor
P11802,CDK4,1,O=C(NC/1=O)C2=CC=C(N3C=CC=C3)C=C2C1=C\NCC4=CC(O)=C(OC)C=C4,AXAGUGNJIAGPOV-AQTBWJFISA-N,C22H19N3O4,389.41,inhibitor
P11802,CDK4,1,O=C(CCCOC1=CC=C(CC(NC(S2)=NC=C2SCC3=NC=C(C(C)(C)C)O3)=O)C=C1)NO,VGEVFXUUILGVIP-UHFFFAOYSA-N,C23H28N4O5S2,504.63,inhibitor
P11802,CDK4,1,O=C(C(C=C(C1=C(C)N(C)N=C1C)C(C#N)=C2)=C2C)C3=NC4=C(N=C(N5CCC(N(C)C)CC5)C=C4)N3,ZNPRVUHOMQYRIK-UHFFFAOYSA-N,C28H32N8O,496.62,inhibitor
P11802,CDK4,1,NC(C1=CSC(/C=N/NC2=C3C=C(SC3=NC=N2)C(C(C)C)C)=N1)C,MDKJRBHORJLFLZ-AERZKKPOSA-N,C17H22N6S2,374.54,inhibitor
P11802,CDK4,1,CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C=C(C(=O)N(C4=N3)C5CCCC5)C#N,VADOZMZXXRBXNY-UHFFFAOYSA-N,C24H27N7O,429.53,inhibitor
P11802,CDK4,1,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,SJRXVLUZMMDCNG-KKPQBLLMSA-N,C21H20O13,480.38,inhibitor
P11802,CDK4,1,CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)C(=O)CO)C=C5,BBUVDDPUURMFOX-UHFFFAOYSA-N,C26H29N7O2,471.57,inhibitor
P11802,CDK4,1,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6,XLSYZSRXVVCHLS-UHFFFAOYSA-N,C29H35N7O4,545.64,inhibitor
P11802,CDK4,1,CN1CC[C@@H]([C@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,QLUYMIVVAYRECT-GXTWGEPZSA-N,C21H20ClNO5,401.85,inhibitor
P11802,CDK4,1,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,WJRRGYBTGDJBFX-UHFFFAOYSA-N,C18H21N5O2S,371.47,inhibitor
P11802,CDK4,1,CCNCC1=CN=CC(=C1C)C2=CC3=C(C=C2)NN=C3C4=NC5=C(N4)C=C(C=C5F)F,MEKASOQEXYKAKM-UHFFFAOYSA-N,C23H20F2N6,418.45,inhibitor
P11802,CDK4,1,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6.Cl.Cl,WJVMGQMXUBAAPL-UHFFFAOYSA-N,C29H37Cl2N7O4,618.57,inhibitor
P11802,CDK4,1,CCN1CCN(CC2=CC=C(NC3=NC(C4=CC(N(C(C)C)C(C)=N5)=C5C(F)=C4)=C(C)C=N3)N=C2)CC1,PEOFDMSLYFUSDS-UHFFFAOYSA-N,C28H35FN8,502.64,inhibitor
P11802,CDK4,1,CC(C1=C(N2C3CCCC3)N=C(NC4=CC=C(N5CCNCC5)C=N4)N=C1)=C(C(C)=O)C2=O,AHJRHEGDXFFMBM-UHFFFAOYSA-N,C24H29N7O2,447.54,inhibitor
