Uniprot_Accession,Gene_Name,Classification,Confidence_Level,Similarity_Score,SMILES
Q13153,PAK1,inhibitor,3,0.3614,CC1=CN=CC(C2=CC=C(C3=CC4=C(N=C(NCC)N=C4)N(CC5CCC(N)CC5)C3=O)C(Cl)=C2)=N1
P49841,GSK3B,inhibitor,2,0.3613,C1=CC(=CN=C1)C(=O)C=CC2=CC(=C(C=C2)O)O
O00329,PIK3CD,inhibitor,2,0.3613,C[C@@H](C(N1C2=CC=CC=C2)=NN3C=CC=C3C1=O)NC4=C(C#N)C(N)=NC=N4
P61073,CXCR4,inhibitor,2,0.3613,CC1C(=O)NC2CSSCC(C(=O)NC(C(=O)C(=O)C(NC(=O)C(NC(=O)C3CCCN3C(=O)C(NC(=O)C(NC2=O)CO)C)CCN)CCCNC(=N)N)CC4=CC=C(C=C4)O)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C5CCCN5C(=O)C6CCCN6C(=O)C(NC(=O)C(NN1)CC7=CN=CN7)CC8=CC=C(C=C8)O)CCCCN)CCC(=O)N)CC9=CC=C(C=C9)O
Q00535,CDK5,inhibitor,3,0.3613,O=C1N2C(CCCC2)C3=C(NC(NC4=CC=CC=C4)=O)C=CC=C31
P25025,CXCR2,inhibitor,1,0.3613,C[C@H](C([O-])=O)C1=CC=C(NC2=NC(C)=CS2)C=C1.[Na+]
P31749,AKT1,allosteric regulator,1,0.3613,NC1=NC=CC=C1C2=NC3=CC=C(C4=CC=CC=C4)N=C3N2C5=CC=C(C6(N)CCC6)C=C5
P31749,AKT1,allosteric regulator,1,0.3613,C1CC(C1)(C2=CC=C(C=C2)N3C4=C(C=CC(=N4)C5=CC=CC=C5)N=C3C6=C(N=CC=C6)N)N
P42345,MTOR,inhibitor,2,0.3612,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4=NC=CC=N4)C(=N2)N5CCOCC5
P42345,MTOR,inhibitor,2,0.3612,O=C(NCC)NC(C=C1)=CC=C1C2=NC3=C(CCN(C4=NC=CC=N4)C3)C(N5CCOCC5)=N2
Q13535,ATR,inhibitor,2,0.3611,CN(C)S(=O)(=O)C1=CC=C(C=C1)C2=C3CN(CCN3N=C2)C4=C5C=CNC5=NC=C4
P11802,CDK4,inhibitor,1,0.3611,O=C(N(CC1)C(C=C2)=C1C=C2C)C(C3=CNC4=C3C=C(C)C=C4)=O
P11388,TOP2A,inhibitor,1,0.3611,CC1=C2C=CN=CC2=C(C3=C1NC4=CC=CC=C43)C
P43405,SYK,inhibitor,2,0.361,COC1=CC(NC2=NC(C3=CC(OC)=C(C(N)=O)C=C3)=CN4C=CN=C24)=CC=C1OC
O15379,HDAC3,inhibitor,1,0.3609,CN(C)C1=CC=C(C([C@H](C)/C=C(C)/C=C/C(NO)=O)=O)C=C1
O43474,KLF4,inhibitor,1,0.3609,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
P42345,MTOR,inhibitor,2,0.3609,C1OC2=C(O1)C=C3C(=C2)C(=C4C=COC4=N3)OC5=CC=C(C=C5)[N+](=O)[O-]
P42345,MTOR,inhibitor,2,0.3609,O=[N+](C(C=C1)=CC=C1OC2=C3C(OC=C3)=NC4=CC5=C(OCO5)C=C42)[O-]
Q7Z6Z7,HUWE1,inhibitor,2,0.3609,CC1=C(N=CN=C1N2CCC(CC2)(C#N)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)CN
P49137,MAPKAPK2,inhibitor,2,0.3609,N#CC(C=C1)=CC=C1C2=CC3=C(C4=NN=CN4C5=C(C=C(N6CCNCC6)C=C5)C3)O2
P29375,KDM5A,inhibitor,2,0.3608,CN(CCCCC(N(O)CCC(O)=O)=O)CCCCCC
P29375,KDM5A,inhibitor,2,0.3607,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCC4CCC(F)(F)CC4)C=CC=C1
Q8IXJ6,SIRT2,inhibitor,1,0.3607,C1COCCN1C(=S)NN=CC2=CC(=CC=C2)[N+](=O)[O-]
P33981,TTK,inhibitor,1,0.3607,CCOC1=C(C=CC(=C1)C2=NN=CN2C)NC3=NC=C4C=C(N=C(C4=N3)NCC(C)(C)C)C
P06493,CDK1,inhibitor,1,0.3607,CC1(C)CC(C2=C(NC(C)=C(C(OC3CCCCC3)=O)C2C4=CC=C([N+]([O-])=O)C=C4)C1)=O
P33527,ABCC1,inhibitor,2,0.3607,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C[C@H](O2)C3=CC4=C(C=C3O)O[C@H](C4C5=CC(=CC(=C5)O)O)C6=CC=C(C=C6)O)C
P33981,TTK,inhibitor,1,0.3607,CC1=CC2=CN=C(NC3=CC=C(C4=NN=CN4C)C=C3OCC)N=C2C(NCC(C)(C)C)=N1
P33981,TTK,inhibitor,1,0.3607,CCOC1=C(C=CC(=C1)C2=NN=CN2C)NC3=NC=C4C=C(N=C(C4=N3)NCC(C)(C)C)C
P42345,MTOR,inhibitor,2,0.3606,CC(C)(C1=NC2=C(N1CCO)N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)O
P42345,MTOR,inhibitor,2,0.3606,NC(N=C1)=NC=C1C2=NC3=C(N=C(C(C)(O)C)N3CCO)C(N4CCOCC4)=N2
P33527,ABCC1,inhibitor,2,0.3606,O=C(OC1=CC(/C=C/C(C=C2)=CC(OC(C)=O)=C2OC(C)=O)=CC(OC(C)=O)=C1)C
Q6RVA0,MDR1,inhibitor,2,0.3606,COC(C(OC)=C1)=CC(C(NC(C(F)=C2)=CC=C2C3=CC=CN=C3)=O)=C1OC
O96017,CHEK2,inhibitor,1,0.3606,O=C(NC1=CC=C(/C(C)=N/NC(N)=N)C=C1)C2=CC3=CC=CC([N+]([O-])=O)=C3N2
,tubulin,inhibitor,1,0.3606,CCC(C)C(C(=O)N(COC(=O)CC(C)C)C(CC(C1=NC(=CS1)C(=O)NC(CC2=CC=CC=C2)CC(C)C(=O)O)OC(=O)C)C(C)C)NC(=O)C3CCCCN3C
O60885,BRD4,inhibitor,1,0.3606,CC1=C(C(C)=O)C(C)=C(C(NC2=C(O)C=CC(S(N(CC)CC)(=O)=O)=C2)=O)N1
Q9NRC8,SIRT7,inhibitor,3,0.3605,C1=CC(=CC=C1C=C2C(=O)N=C(S2)N)O
P37231,PPARG,activator,2,0.3605,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
P16152,CBR1,inhibitor,2,0.3605,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
Q8IXJ6,SIRT2,inhibitor,1,0.3605,CC1(CC(C2=C(O1)C=CC(=C2)NC(=O)OC(C)(C)C)NC(=O)NC3=CC=CC(=C3)C#N)C
Q96EB6,SIRT1,inhibitor,3,0.3605,CC1(CC(C2=C(O1)C=CC(=C2)NC(=O)OC(C)(C)C)NC(=O)NC3=CC=CC(=C3)C#N)C
P33527,ABCC1,inhibitor,2,0.3605,O=C1C=C(OC2=CC(O)=CC(O)=C21)C3=CC(O)=C(O)C=C3
P42345,MTOR,inhibitor,2,0.3604,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C(=N2)N4CCOCC4)SC(=C3)C(C)(C)O
P42345,MTOR,inhibitor,2,0.3604,CC(C)(O)C1=CC2=C(S1)C(N3CCOCC3)=NC(C4=CC=C(NC(NCC)=O)C=C4)=N2
O00329,PIK3CD,inhibitor,2,0.3604,O=S(NC1=CC=NC(C2=CC=C(C=C2F)CN3CCN(C(C)C)CC3)=C1)(C4=CC(N5CCOCC5)=CN=C4OC)=O
P06493,CDK1,inhibitor,1,0.3604,O=C(NC1=C/2C=C(I)C=C1)C2=C3NC4=CC=CC=C4C/3=N/O
Q00535,CDK5,inhibitor,3,0.3604,O=C(N1)N(C2=CSC(C3=CC=NC=C3)=N2)CC4=C1C=C(F)C=C4
,tubulin,activator,1,0.3604,COC1=C(C=C(C=C1)C(=CC#N)C2=CC(=CC(=C2)OC)OC)OC
Q6RVA0,MDR1,inhibitor,2,0.3603,O=C1C2=C(C=C(OCC3SC3)C=C2OCC4SC4)OC5=CC=C6C=CC=CC6=C51
P33981,TTK,inhibitor,1,0.3603,CN(CC1)CCC1OC2=CC=C(NC3=NC(N(C4CCCC4)C(N5C)=O)=C5C=N3)C(OC)=C2
P33981,TTK,inhibitor,1,0.3603,CN1CCC(CC1)OC2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCCC5)OC
Q13535,ATR,inhibitor,2,0.3601,C1CC2=CC=CC=C2CC1N3C4=NC=NC(=C4C(=N3)C5=CN=C6C(=C5)C=CN6)N
P16152,CBR1,inhibitor,2,0.3601,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O
P42345,MTOR,inhibitor,2,0.3601,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl
P33527,ABCC1,inhibitor,2,0.3601,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
Q6RVA0,MDR1,inhibitor,2,0.3601,O=C1C2=C(CCC1)NC(C)=C(C(OCCCC3=NC=CC=C3)=O)C2C4=CC=C([N+]([O-])=O)C=C4
P31749,AKT1,inhibitor,1,0.3601,O=C(C1=CC(C2=C(Cl)C=NN2C)=C(Cl)O1)N[C@@H](CC3=CC=C(F)C(F)=C3)CN
P31749,AKT1,inhibitor,1,0.3601,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl
P00519,ABL1,inhibitor,3,0.3601,CN(CC1)CCN1C(C=C2)=CC=C2CC3=NC4=C(C(NC5=CC(F)=C(F)C=C5)=N3)N=CN4CC6CC6
P0C1S8,WEE2,inhibitor,3,0.36,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C
O00329,PIK3CD,inhibitor,2,0.36,CC12CCC(=O)C3=COC(=C31)C(=O)C4=C2C=C5C(=O)C=CC(=O)C5=C4
O00329,PIK3CD,inhibitor,2,0.36,CC(C1=C(N=C2C=C(C=CC2=C1)F)C3=CC=CC=N3)NC4=NC=NC5=C4NC=N5
O00329,PIK3CD,inhibitor,2,0.36,CS(=O)(NC1=CC(C2=CC3=C(C(C4=NC=C(CN5C[C@@H](C)O[C@@H](C)C5)O4)=C2)C=NN3)=CN=C1OC)=O
P68400,CSNK2A1,inhibitor,2,0.36,O=C(NC1CCOC1)C2=C3N(C(C4=CC=NC=C4)=C2)N=CN=C3N
P19784,CSNK2A2,inhibitor,2,0.36,O=C(NC1CCOC1)C2=C3N(C(C4=CC=NC=C4)=C2)N=CN=C3N
P67870,CSNK2B,inhibitor,2,0.36,O=C(NC1CCOC1)C2=C3N(C(C4=CC=NC=C4)=C2)N=CN=C3N
Q06609,RAD51,inhibitor,3,0.36,CC12CCC(=O)C3=COC(=C31)C(=O)C4=C2C=C5C(=O)C=CC(=O)C5=C4
,tubulin,inhibitor,1,0.36,COC1=C(OC)C(OC)=C(C(/C(C)=C/C2=CN(C)C3=C2C=CC=C3)=O)C=C1
P11388,TOP2A,inhibitor,1,0.36,ClC1=CC(CSC2=NC(SCC3=CC(C(F)(F)F)=CC(F)=C3)=NC(N2)=O)=CC=C1
P11388,TOP2A,inhibitor,1,0.36,FC1=CC(CSC(N=C2SCC3=CC=CC(Cl)=C3)=NC(N2)=O)=CC(C(F)(F)F)=C1
P01106,MYC,inhibitor,1,0.36,O=C1C[C@@H](C2=CC=C(OC)C=C2)OC3=CC(O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]5[C@@H]([C@@H]([C@H]([C@H](C)O5)O)O)O)O4)O)O)O)=CC(O)=C13
O00418,EEF2K,inhibitor,2,0.3599,C1CN(CCC1CC(=O)N2CCC(CC2)C3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N
O00329,PIK3CD,inhibitor,2,0.3599,O=C(CC)N1CC[C@H](OC(N=CN=C23)=C3N=C(C4=C(C)N(CC)N=C4)N2C)C1
P10415,BCL2,inhibitor,1,0.3599,O=C(C1=C(N)OC2=C(C=C(C3=CC=C(C(C)(C)C)C=C3)C=C2)C1C(C#N)C(OCC)=O)OCC
P10415,BCL2,inhibitor,1,0.3599,O=C1C=C(C2=CC=C(O)C=C2)OC3=CC(O)=CC(OC)=C13
P33527,ABCC1,inhibitor,2,0.3599,C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N
P43405,SYK,inhibitor,2,0.3599,NS(C(C=C1)=CC(/C2=C/C3=CNC4=CC=CC=C43)=C1NC2=O)(=O)=O
P49137,MAPKAPK2,inhibitor,2,0.3599,ClC(C=C1)=CC=C1C2=CC3=C(C4=NC=CN4C5=C(C=C(N6CCNCC6)C=C5)C3)O2
,tubulin,inhibitor,1,0.3599,COC1=CC(=CC(=C1OC)OC)C2C(=CC3=CC4=C(C=C3)OCO4)C(=O)C5=CC(=C(C(=C25)OC)OC)OC
Q9UQB9,AURKC,inhibitor,3,0.3598,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
Q96GD4,AURKB,inhibitor,1,0.3598,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
P11388,TOP2A,inhibitor,1,0.3598,O=C1C(C(NNC(NC2=CC(C)=CC=C2)=S)=O)=CN(CC)C3=NC(C)=CC=C31
P42345,MTOR,inhibitor,2,0.3597,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4=NC=CC=N4)C(=N2)N5CCOCC5C
P42345,MTOR,inhibitor,2,0.3597,O=C(NCC)NC(C=C1)=CC=C1C2=NC3=C(CCN(C4=NC=CC=N4)C3)C(N5[C@@H](C)COCC5)=N2
Q14680,MELK,inhibitor,1,0.3596,OC(C(O)C(CO)O3)C3N(CC2C#N)C1=C2C(NC/C=C(C)/C)=NC=N1
P16152,CBR1,inhibitor,2,0.3596,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
P33527,ABCC1,inhibitor,2,0.3596,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
P33527,ABCC1,inhibitor,2,0.3596,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O
P43405,SYK,inhibitor,2,0.3596,COC1=CC(NC2=NC(C3=CC(C(N)=O)=C(OC)C=C3)=CN4C=CN=C24)=CC=C1OC
Q6RVA0,MDR1,inhibitor,2,0.3596,O=C(OC)C1=CN(C)CCC(C=C(OC)C(OC)=C2)=C2/C(C3=CC=C(OC)C=C3)=C1/C4=CC=CC=C4
P37231,PPARG,activator,2,0.3595,CC1=C(C(C[C@@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@H](CC2(C)C)O)C)\C)\C)/C)/C
P37231,PPARG,activator,2,0.3595,CC1=C(C(C[C@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)[C@@H](CC2(C)C)O)C)\C)\C)/C)/C
P49841,GSK3B,inhibitor,2,0.3595,COC1=C(C=C2C(=C1)C(=CC3=C2C(=O)NC3=O)CNC4CCN(CC4)S(=O)(=O)C)OC
P43351,RAD52,inhibitor,3,0.3595,C1=C(C(=CC(=C1O)O)O)CC(C(=O)O)N
Q00536,CDK16,inhibitor,3,0.3595,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
Q13535,ATR,inhibitor,2,0.3594,CC(=O)OC1CC2(C(CC3C2(O3)C4(C1C5(C=CC(=O)C(C5=C(C4=O)O)(C)C)C)C)C6=COC=C6)C
Q13315,ATM,inhibitor,1,0.3594,NC1=NC(C2=CC=CC=N2)=NN1C3=NC=NC(C3=C4)=CC(OC)=C4OCCOC
P33527,ABCC1,inhibitor,2,0.3594,O=C1C2=CC=CC=C2N=C3N1C(N(CC4=CC=CC=C4)C3C)C5=CC(O)=CC=C5
P33527,ABCC1,inhibitor,2,0.3594,C=CCN=C=S
P04637,TP53,activator,1,0.3593,OCC1(COC)N2CCC(CC2)C1=O
P49841,GSK3B,inhibitor,2,0.3593,C1=CC=C(C=C1)N2C3=C(C=N2)C4=C(C5=CC=CN53)C(=O)NC4=O
P52732,KIF11,inhibitor,1,0.3593,FC(F)(F)C1=CN=C(C2=CC=C(NS(=O)(N)=O)C=C2)C=C1
O60885,BRD4,inhibitor,1,0.3593,O=C1CCC2=C(C3=CC(S(NC)(=O)=O)=CC=C3OC4=CC=CC=C4)NC(C)=C2C1
O14965,AURKA,inhibitor,1,0.3592,OC1=C(F)C=C(F)C=C1C2=CC=NN2
O14757,CHEK1,inhibitor,1,0.3592,CC1=NSC(=C1)NC2=CC(=NC3=C(C=NN23)C4=CN(N=C4)C)C5CCCNC5
P24941,CDK2,inhibitor,1,0.3592,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2F)NC3=CC=C(C=C3)C(=O)N4CCC(C4)NC
O00329,PIK3CD,inhibitor,2,0.3591,N1(CC2=CSC3=C(C4=C5C=CNC5=CC=C4)N=C(N=C32)N6CCOCC6)CCN(C7CCOCC7)CC1
Q9NYY3,PLK2,inhibitor,1,0.3591,O=C1N(C)C2=NC(NC3=CC4=C(NC=C4)C=C3)=NC=C2C=C1S(C5=CC=C(F)C=C5F)(=O)=O
O00444,PLK4,inhibitor,1,0.3591,CN(CC1)CCN1C(C=C2)=NC=C2/C=C/C3=NNC4=CC(/C=C5C(C=CC=C6)=C6NC\5=O)=CC=C43
,tubulin,inhibitor,1,0.3591,COC1=C(OC)C(OC)=CC(/C=C\C2=CC=C(OC)C(P(OO[Na])(O[Na])=O)=C2P(OO[Na])(O[Na])=O)=C1
Q13153,PAK1,inhibitor,3,0.3591,CN(C1=CC(CO)=CC=C1C)C2=NC(NC3=CC(N4CCOCC4)=CC(S(C)(=O)=O)=C3)=NC=C2
P49841,GSK3B,inhibitor,2,0.359,CC(=O)N1C2=C(CN(C2)C(=O)C3=CC=CC=C3)C(=N1)NC(=O)C4=CC=CC=C4
Q00535,CDK5,inhibitor,3,0.359,O=C(C1=CC=CC=C1)N(C2)CC3=C2C(NC(C4=CC=CC=C4)=O)=NN3C(C)=O
P43405,SYK,inhibitor,2,0.359,CC1=CC(=CC2=CN(N=C12)C(C)(C)C)NC3=C(N=NC(=N3)N[C@@H]4CCOC[C@@H]4N)C(=O)N
P36956,SREBF1,activator,2,0.359,CCN(CC)CCOC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4=O)C)C.Cl
Q12772,SREBF2,activator,2,0.359,CCN(CC)CCOC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4=O)C)C.Cl
P30304,CDC25A,inhibitor,1,0.3589,BrC1=C2C(C(C=CC=C3)=C3O2)=C(C4=CC(Br)=C(O[C@H](C(O)=O)CC5=CC=CC=C5)C(Br)=C4)C6=C1C=CC=C6
Q06124,PTPN11,inhibitor,3,0.3589,O=C1N(CC(C2=CC=C(Cl)C=C2)=O)C=NC3=C1C(CCCC4)=C4S3
O00329,PIK3CD,inhibitor,2,0.3589,ClC1=C(C)C(C(N)=O)=C(C2=CC(F)=CC=C2)C(C(C)NC3=NC=NC4=C3NC=N4)=C1
O00329,PIK3CD,inhibitor,2,0.3589,O=C(C1CCS(CC1)(=O)=O)N2C[C@@H](OC3=NC=C(OCCN4C5=CC(C)=C(N=C5)OC)C4=C3)CC2
P61073,CXCR4,inhibitor,2,0.3589,CCC(COCC(N(CCN)CCN)O)(COCC(N(CCN)CCN)O)COCC(N(CCN)CCN)O
P06493,CDK1,inhibitor,1,0.3589,CC1=NC2=C(F)C=C(C3=NC=NC(NC4=CN=C(CN5CCN(CC)CC5)C=N4)=C3)C=C2N1C(C)C
,tubulin,activator,1,0.3589,COC1=CC(=CC(=C1OC)OC)C(=O)C2=CSC(=N2)C3=CNC4=CC=CC=C43
,tubulin,inhibitor,1,0.3589,CCC1=NN=C2C(NC3=CC=C(C(/C=C/C4=CC(OC)=C(OC)C(OC)=C4)=O)C=C3)=NC5=CC=CC=C5N21
P37231,PPARG,activator,2,0.3588,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
O15379,HDAC3,inhibitor,1,0.3588,O=C(NCC(NC4=CC=C(F)C=C4N)=O)[C@@H](NC(C3=CC=C(OC)C=C3)=O)CC2=CNC1=CC=CC=C12
P33981,TTK,inhibitor,1,0.3588,CC(C)(C)OC(=O)N1C(=CC2=CN=C(C=C21)NC3=C(C=C(C=C3)C4=CN=CN4C)Cl)C5=CN(N=C5)C
P42345,MTOR,inhibitor,2,0.3587,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)C(=O)OC)C(=N2)N5CCOCC5
O00329,PIK3CD,inhibitor,2,0.3587,O=C(N[C@H]1CC[C@H](OC2=NC(N3CCOCC3)=NC(N4C5=CC=CC=C5N=C4C(F)F)=C2)CC1)CN(C)C
P10415,BCL2,inhibitor,1,0.3587,O=C(OC(C)(C)C)N[C@H](C(NS(=O)(C1=CC([N+]([O-])=O)=C(NCCCC2=CC=CC=C2)C=C1)=O)=O)CC3=CC=C(OCCCOC4=CC(C)=C(Cl)C(C)=C4)C=C3
P33527,ABCC1,inhibitor,2,0.3587,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
P61073,CXCR4,inhibitor,2,0.3586,OC1=CC=CC(CN(CC(CCC2)CN2C3CCCC3)CCN4CCCCC4)=C1
P52732,KIF11,allosteric regulator,1,0.3586,CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C
P50613,CDK7,inhibitor,3,0.3585,CC(C)C1=C2N=C(N=C(N2N=C1)NCC3=C4C=NN(C4=CC=C3)C)OC5CCCNC5
O00329,PIK3CD,inhibitor,2,0.3585,ClC(C=N1)=C2N1C=C([C@H](C)NC3=C(C#N)C(N)=NC(N)=N3)C(C4=CC(F)=CC=C4)=N2
Q02241,KIF23,inhibitor,3,0.3585,NC1=NC2=CC(C(F)(F)F)=CC=C2S1
P37231,PPARG,activator,2,0.3584,C1CC(=O)C2=C([C@H]1C3=C4C(=C(C=C3)O)[C@H]([C@@H]5[C@H](C4=O)O5)O)C=CC=C2O
O15392,BIRC5,inhibitor,1,0.3584,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-]
O15350,TP73,inhibitor,1,0.3584,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-]
P36507,MAP2K2,inhibitor,1,0.3584,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O
P06730,EIF4E,inhibitor,1,0.3584,O=C1NC(N)=NC2=C1[N+](CC3=CC=CC=C3)=CN2[C@H]4CC[C@@H](CNS(=O)(C(F)(F)F)=O)O4
O00329,PIK3CD,inhibitor,2,0.3583,C[C@H](NC1=C(C#N)C(N)=NC=N1)C2=NC3=C(N(C)C=C3)C=C2N4CCNCC4
P33981,TTK,inhibitor,1,0.3583,CCC1=C(C(N(C)C)C(NC2=CC=C(NN=C3C4=CC(S(=O)(N)=O)=CC=C4)C3=C2)=O)C=CC=C1
P33981,TTK,inhibitor,1,0.3583,O=C(C(N(C)C)C1=C(CC)C=CC=C1)NC2=CC=C3NN=C(C4=CC(S(=O)(N)=O)=CC=C4)C3=C2
Q13887,KLF5,inhibitor,2,0.3582,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C(=S)N
P33527,ABCC1,inhibitor,2,0.3582,COC1=CC2=C(C(=C1)OC)C(=O)C=C(O2)C3=CC=CC=C3
P33527,ABCC1,inhibitor,2,0.3582,O=C1C=C(OC2=CC(OC)=CC(OC)=C12)C3=CC=C(F)C=C3
P42345,MTOR,inhibitor,2,0.3581,C1CCC(CC1)C2COC(=O)N2C3=NC4=C(C=NN4C=C3)C5=CC(=C(C=C5)C6=NC=NN6)F
P61073,CXCR4,inhibitor,2,0.3581,NC(NCC[C@@H]([C@H](N1C(SCC(CCCNC(N)=N)C1=O)CN2CC(C=C3)=C(C4=C3C=CC=C4)Br)C2=O)C)=N
P00519,ABL1,inhibitor,3,0.3581,CN(CC1)CCN1C2=CC=C(NC3=NC(N(CC4CC4)C=N5)=C5C(CC6=CC(F)=C(F)C=C6)=N3)C=C2
P29375,KDM5A,inhibitor,2,0.3579,ClC1=C(C(C2=CC(N=CC=C3C(O)=O)=C3N2)OCCN4CCC(F)(F)CC4)C=CC=C1
P37231,PPARG,activator,2,0.3579,O=C(/C(C)=C\C)OC(C(OC)=C(OC)C=C1CC(C)C(C)(O)C2)=C1C3=C2C=C(OC)C(OC)=C3OC
O15379,HDAC3,inhibitor,1,0.3579,O=C(NC2=CC=CC=C2N)C1=CN=CC=N1
Q14191,WRN,inhibitor,2,0.3579,COC(=O)C1=CC(=CC(=C1)NC(=O)C2=CC3=C(C=C2)SC4=CC=CC=C4C(=O)N3)C(=O)OC
O00329,PIK3CD,inhibitor,2,0.3579,FC1=CC=C(NC=C2)C2=C1C3=NC(N4CCOCC4)=C(N=C(CN(CC5)CCC5C(C)(C)O)C=C6)C6=N3
,tubulin,inhibitor,1,0.3579,C[C@@]1(C(OC)=O)CCC[C@@]2(C)C1CCC3=C2C=C(Br)C4=C3NC(C5=CNC6=C5C=CC=C6)=N4
P52732,KIF11,inhibitor,1,0.3579,O=C(C(C)(C)C)NC1=NN(C(C(C)C)=O)C(C2=CC=CC=C2)(CCNS(=O)(C)=O)S1
O60885,BRD4,inhibitor,1,0.3579,O=C(NC)N1N=C(N2CC3(S(CC3)(=O)=O)C2)C4=C(C=CC(OC(F)(F)F)=C4)C[C@@H]1C
Q06124,PTPN11,inhibitor,3,0.3578,NC1=C(SC2=C(Cl)C(C3CC3)=NC=C2)C(N(C)C(N4CCC5(CO[C@@H](C)[C@H]5N)CC4)=N1)=O
P49841,GSK3B,inhibitor,2,0.3578,O=C(C(C1=CN(C)C2=C1C=CC(Cl)=C2)=C3C4=NNC5=C4C=CC=C5)NC3=O
Q14191,WRN,inhibitor,2,0.3578,CC1=CC=C(O1)CN(C)C(=O)CCC2=NC3=C(C4=C(S3)CCCC4)C(=O)N2
P10415,BCL2,inhibitor,1,0.3578,COC(=O)N[C@@H](CCSC)C(=O)OC1=CC=C(C=C1)NC2=NC3=C(S2)C(=O)C4=CC=CC=C4C3=O
P43405,SYK,inhibitor,2,0.3578,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)O
Q96GD4,AURKB,inhibitor,1,0.3577,O=C(/C=C1C(NC2=C/1C=CC=C2)=O)/C=C/C3=CC(OCO4)=C4C=C3
