Uniprot_Accession,Gene_Name,Classification,Confidence_Level,Similarity_Score,SMILES
P49137,MAPKAPK2,inhibitor,2,0.3404,O=C(C(O1)=CC=C1C2=CC=C(C#N)C=C2)N(CC3=C(C4=CN=CC=C4)C=CC=C3)C5=CC=C(N6CCNCC6)C=C5
P56524,HDAC4,inhibitor,2,0.3404,[NH3+]CCCC1=NC(C(C=C2)=CC=C2C(C3C(NO)=O)C3C4CCCC=C4)=CC=C1
P49841,GSK3B,inhibitor,2,0.3403,CN1C(=O)C=C(N=C1N2CCOC(C2)C3=C(C=C(C=C3)C#N)F)C4=NC=NC=C4
O14757,CHEK1,inhibitor,1,0.3403,N#CC(C=N1)=CC2=C1NC3=C2C=C(C4=CC=C(CN5CCC6(COC6)CC5)C=C4)C=N3
P26358,DNMT1,inhibitor,2,0.3403,N#CC1=C(N(C)C)N=C(SC(C(N)=O)C2=CC=CC=C2)C(C#N)=C1CC
P33527,ABCC1,inhibitor,2,0.3403,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C[C@H](O2)C3=CC4=C(C=C3O)O[C@H](C4C5=CC(=CC(=C5)O)O)C6=CC=C(C=C6)O)C
O00418,EEF2K,inhibitor,2,0.3402,O=C1C2=C(N=C(N)C(C(N)=O)=C2)N(C3CCCC3)C(N1CC)=O
Q9Y297,BTRC,activator,3,0.3401,O=C1C(C(NC2=CC(C(O)=O)=CC=C2)=O)=C(SC3=C(Cl)C=CC=C3Cl)C=C(C(F)(F)F)N1
Q13535,ATR,inhibitor,2,0.3401,O=C(C=C1)N(C2=CC=CC(C(F)(F)F)=C2)C3=C1C=NC4=CC=C(C5=CC=C(N6CCNCC6)N=C5)C=C43
Q96EB6,SIRT1,activator,3,0.3401,C1CC2C3CCC(C3)C2(C1)C(=O)OCC4=CC=CO4
P10415,BCL2,inhibitor,1,0.3401,CN(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
P10415,BCL2,inhibitor,1,0.3401,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
P10415,BCL2,inhibitor,1,0.3401,CN(CC[C@@H](NC1=CC=C(C=C1[N+]([O-])=O)S(NC(C2=CC=C(C=C2)N3CCN(CC3)CC4=CC=CC=C4C5=CC=C(C=C5)Cl)=O)(=O)=O)CSC6=CC=CC=C6)C
Q07817,BCL2L1,inhibitor,1,0.3401,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
Q92831,KAT2B,inhibitor,2,0.3401,O=C1N(C2=CC(F)=C(F)C(F)=C2)SC=C1
Q92831,KAT2B,inhibitor,2,0.3401,OC1=CC(C(C2=C(O)[C@]3(C[C@H](C/C=C(C)\C)C(C)=C)C([C@@](C/C=C(C)\C)(C(C)(C)[C@H](C/C=C(C)\C)C3)C2=O)=O)=O)=CC=C1O
O60885,BRD4,inhibitor,1,0.3401,CCS(NC1=CC(C(C2=C3NC=C2)=CN(C)C3=O)=C(OC4=C(F)C=C(F)C=C4)C=C1)(=O)=O
P06730,EIF4E,inhibitor,1,0.3401,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]
O95271,TNKS,inhibitor,1,0.34,ClC1=CC=CC=C1N2C(C3=CC=C(S(=O)(C)=O)C=N3)=NN=C2/C=C/C4=NN=C(O4)C5=CC=C(C#N)C=C5
O95271,TNKS,inhibitor,1,0.34,CS(=O)(=O)C1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3Cl)C=CC4=NN=C(O4)C5=CC=C(C=C5)C#N
P42345,MTOR,inhibitor,2,0.3399,CCOC(CN1C2=NC=NC(=C2C(=N1)C3=CN=C4C(=C3)C=CN4)N)OCC
P42345,MTOR,inhibitor,2,0.3399,NC1=NC=NC2=C1C(C3=CC(C=CN4)=C4N=C3)=NN2CC(OCC)OCC
O14757,CHEK1,inhibitor,1,0.3399,CNC1=NC(=NC=C1C2=CN(N=C2)C)NC3=CC(=C(N=C3)C#N)OC4CCCNC4
O60885,BRD4,inhibitor,1,0.3399,O=C(N1CC)C2=CC=CC3=C(NS(C4=C(OC)C=CC(Br)=C4)(=O)=O)C=CC1=C32
P30304,CDC25A,inhibitor,1,0.3398,C1=CC(=C(C2=C1C(=C3C=CC(=O)C(=C3O2)O)CCC(=O)O)O)O
Q96EB6,SIRT1,inhibitor,3,0.3398,O/N=C(C(NCCSSCCNC(/C(CC1=CNC2=C1C=C(Br)C=C2)=N\O)=O)=O)/CC3=CNC4=C3C=C(Br)C=C4
P10415,BCL2,inhibitor,1,0.3398,CC(C)(C)NC1=C(C2=CC=C(Cl)C=C2)N=C(N1C=N3)C4=C3N(CCCN(C)C)C=N4
P06493,CDK1,inhibitor,1,0.3398,O=C(NC1=C/2C=C(I)C=C1)C2=C3NC4=CC=CC=C4C/3=N/O
Q13177,PAK2,inhibitor,3,0.3397,CC1=NC(C2=CC(Cl)=C(C3=CC4=CN=C(NC)N=C4N(C[C@@H]5OC[C@@H](N)CO5)C3=O)C=C2)=CC=C1
Q13153,PAK1,inhibitor,3,0.3397,CC1=NC(=CC=C1)C2=CC(=C(C=C2)C3=CC4=CN=C(N=C4N(C3=O)CC5OCC(CO5)N)NC)Cl
O75914,PAK3,inhibitor,3,0.3397,CC1=NC(=CC=C1)C2=CC(=C(C=C2)C3=CC4=CN=C(N=C4N(C3=O)CC5OCC(CO5)N)NC)Cl
O14757,CHEK1,inhibitor,1,0.3396,CC(CC1)(C)CCN1CC(C=C2)=CC=C2C3=CC4=C(N=C3)NC5=C4C=C(C#N)C=N5
P33527,ABCC1,inhibitor,2,0.3396,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
O14965,AURKA,inhibitor,1,0.3394,FC1=CC=CC(NC(CC2=CC(C3=CC=C(C(C6=NC5=CC=CC=C5N6)=NN4)C4=C3)=NN2)=O)=C1
P49841,GSK3B,inhibitor,2,0.3394,CS(=O)(=O)NC1=CC=C(C=C1)CCNC(=O)C2=C3C(=C(C=C2)O)NC(=N3)C4=CC=C(C=C4)Cl
P68400,CSNK2A1,inhibitor,2,0.3394,O=C1C(C(O)=O)=CNC2=C(Cl)C=C(Cl)C(Cl)=C21
P19784,CSNK2A2,inhibitor,2,0.3394,O=C1C(C(O)=O)=CNC2=C(Cl)C=C(Cl)C(Cl)=C21
P67870,CSNK2B,inhibitor,2,0.3394,O=C1C(C(O)=O)=CNC2=C(Cl)C=C(Cl)C(Cl)=C21
Q07812,BAX,activator,3,0.3394,O=C(N(C1=NC(C2=CC=CC=C2)=CS1)N=C/3C4=CC=CC=C4)C3=N\NC5=NC=CS5
P10415,BCL2,inhibitor,1,0.3393,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O
P33527,ABCC1,inhibitor,2,0.3393,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
Q09472,EP300,inhibitor,1,0.3392,O=C1C(O)(O)C(C2=CC=CC=C21)=O
Q9UQB9,AURKC,inhibitor,3,0.3392,CC1=NC(NC2=NCN(CCN3CCOCC3)CN2)=NC4=C(C)C=CC=C41
Q96GD4,AURKB,inhibitor,1,0.3392,CCN(CC1=NSC(=C1)NC2=NC(=CN3C2=NC=C3C4=CNN=C4)C)C(C)(C)CO
Q96GD4,AURKB,inhibitor,1,0.3392,COC1=CC=C2C(N=CC=C2OC3=CC(C=CC=C4C(NC5=CC=CC=C5N)=O)=C4C=C3)=C1
Q13535,ATR,inhibitor,2,0.3391,CC1=C2CC=C3C(C2=CC(=C1OC(=O)C)OC(=O)C)(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
O00418,EEF2K,inhibitor,2,0.3391,C1=CC=C(C=C1)OC2=CC=CC(=C2)C3=C(C4C=C(SC4NC3=O)Cl)O
P00519,ABL1,inhibitor,3,0.3391,CC1=C(C=C(C=C1)C(NC2=CC(C(F)(F)F)=C(C=C2)CN3CCN(CC3)C)=O)C#CC4=CN=C5N4N=CC=C5
O60885,BRD4,inhibitor,1,0.3391,CC1=NN=C2N1C3=C(C(CC4=CC=CC=C4)=C(C#CC5=CN(C)N=C5)S3)COC2
O43474,KLF4,inhibitor,1,0.339,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
P33527,ABCC1,inhibitor,2,0.339,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
O43683,BUB1,inhibitor,3,0.3389,FC1=CC(OCC)=CC(F)=C1CN2C(OC)=C(C)C(C3=NC=C(OC)C(NC4=CC=NC=C4)=N3)=N2
P68400,CSNK2A1,inhibitor,2,0.3389,O=C1N(C(C)C(O)=O)C(C2=C(I)C(I)=C(I)C(I)=C21)=O
P19784,CSNK2A2,inhibitor,2,0.3389,O=C1N(C(C)C(O)=O)C(C2=C(I)C(I)=C(I)C(I)=C21)=O
P67870,CSNK2B,inhibitor,2,0.3389,O=C1N(C(C)C(O)=O)C(C2=C(I)C(I)=C(I)C(I)=C21)=O
P33527,ABCC1,inhibitor,2,0.3389,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)OC)OC)OC
Q06124,PTPN11,inhibitor,3,0.3388,N[C@@H]1[C@H](C)OCC(CC2)1CCN2C3=NC=C(SC4=C(C(F)(F)F)N=CC=C4)C(N3C)=O
P50613,CDK7,inhibitor,3,0.3387,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
P06493,CDK1,inhibitor,1,0.3387,O=C1C2=C(O)C=C(O)C([C@@H]3[C@H](O)CN(C)CC3)=C2OC(C4=C(Cl)C=CC=C4)=C1
Q15131,CDK10,inhibitor,3,0.3387,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
P11802,CDK4,inhibitor,1,0.3387,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
Q00534,CDK6,inhibitor,1,0.3387,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
P33527,ABCC1,inhibitor,2,0.3387,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
P43405,SYK,inhibitor,2,0.3387,O=C(NC1=CC=C(C2=NNC=C2)C=C1)C3=CC=CC(C(N=C4NC(C=C5OC)=CC=C5OC)=CN6C4=NC=C6)=C3
P24941,CDK2,inhibitor,1,0.3387,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
O60885,BRD4,inhibitor,1,0.3387,O=C(C(C(O)=CC(O)=C1[C@@H]2[C@H](O)CN(C)CC2)=C1O3)C=C3C4=CC=CC=C4Cl
P0C1S8,WEE2,inhibitor,3,0.3386,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Q13257,MAD2L1,inhibitor,1,0.3386,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
P42345,MTOR,inhibitor,2,0.3386,C1COCCN1C2=NC(=NC3=C2C=CC(=C3)NC4=C(N=CC=C4)C#N)C5=CN=C(N=C5)N
P42345,MTOR,inhibitor,2,0.3386,NC(N=C1)=NC=C1C2=NC3=C(C=CC(NC4=CC=CN=C4C#N)=C3)C(N5CCOCC5)=N2
Q00535,CDK5,inhibitor,3,0.3386,COC(C=C1)=CC=C1C2=NNC3=C2C(C(C3=CC=C4)=C4NC(NNC(C5=CC=C(O)C=C5)=O)=O)=O
P00519,ABL1,inhibitor,3,0.3386,O=C(C1=CN=C(S1)NC2=NC(C)=NC(N3CCN(CC3)CCO)=C2)NC4=C(C=CC=C4Cl)C
O14965,AURKA,inhibitor,1,0.3385,O=C(O)C1=C3C(C(F)=CC=C3)=NC(C2=CC=CC(Br)=C2)=C1
P06493,CDK1,inhibitor,1,0.3385,O=C1N=C(NCC2=CC=CS2)S/C1=C/C(C=C3)=CC4=C3N=CC=C4
P06493,CDK1,inhibitor,1,0.3385,O=C(N=C(NCC1=CC=CS1)S/2)C2=C\C(C=C3)=CC4=C3N=CC=C4
P49137,MAPKAPK2,inhibitor,2,0.3385,NC1=C(C#N)C(N)=NC2=C1C(C(C#N)C#N)C3=CC=C(OC)C=C3O2
P31749,AKT1,inhibitor,1,0.3385,O=C1C[C@@H](C)C2=C(N3CCC(C4=NC(CCC(F)(F)F)=CN4CCN5CCCC5)CC3)N=CN=C2N1
P56524,HDAC4,inhibitor,2,0.3385,O=C(N[C@H](C)CN(C)CC1=CC=CC=C1)C2=CN=C(C3=NOC(C(F)(F)F)=N3)C=C2
Q9ULW0,TPX2,inhibitor,1,0.3385,[O-]C(C1=CC(C2=CC(Br)=CC=C2)=NC3=C1C=CC=C3F)=O
P49841,GSK3B,inhibitor,2,0.3384,CCCCCCCCCCCCCCC(=O)NC1CCN(CC1)C(=O)C2C(=O)N(C3=CC=CC=C3S2)CC
P33527,ABCC1,inhibitor,2,0.3384,FC(F)(C1=CC=CC(NC2=CC=CC=C2C(O)=O)=C1)F
Q9BYW2,SETD2,inhibitor,1,0.3384,O=C(N)C1=NN(CC)C=C1NC(C2=CC=C(CN3C(C)=CC(C)=N3)O2)=O
Q92831,KAT2B,inhibitor,2,0.3384,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O
P42345,MTOR,inhibitor,2,0.3383,CCNC(NC1=CC=C(C2=NC3=C(C(N4CCOC[C@@H]4CC)=N2)N(C)N=C3C)C=C1)=O
Q6RVA0,MDR1,inhibitor,2,0.3383,O=C1C2=C(CCC1)NC(C)=C(C(OCC3=CC=CN=C3)=O)C2C4=CC=C(Br)C=C4
O95271,TNKS,inhibitor,1,0.3383,O=C1NC(CCC(NC2=CC=C(C(NC3=C(OC)C=CC=C3)=O)C=C2)=O)=NC4=CC=CC=C41
,tubulin,inhibitor,1,0.3381,COC(C=C1)=CC=C1S(N2C3=C(NCC4=CC=C(C(NC5=CC=CC=C5N)=O)C=C4)C=CC=C3CC2)(=O)=O
O60885,BRD4,inhibitor,1,0.3381,O=C(NO)C(C=C1)=CC=C1C2=CSC3=C2OC(N4CCOCC4)=CC3=O
P30304,CDC25A,inhibitor,1,0.338,O=C1C(C2=CC=CO2)=CC(C3=C1N(C(C)C)C4=C3C(C5=C4C=CC=C5)=O)=O
O14757,CHEK1,inhibitor,1,0.338,CC1CN(CCN1)C2=CC=CC=C2NC(=O)C3=CSC(=N3)C4=CC5=C(C=C4)OCC5
P33981,TTK,inhibitor,1,0.338,CN(N=C1)C=C1C2=CC(NN=C3C4=CC(NC(C)=O)=CC=C4)=C3C=C2NC5CCCCC5
P33527,ABCC1,inhibitor,2,0.338,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O
P33981,TTK,inhibitor,1,0.338,CN1N=CC(C2=C(NC3CCCCC3)C=C4C(C5=CC=CC(NC(C)=O)=C5)=NNC4=C2)=C1
P61073,CXCR4,inhibitor,2,0.3379,CN(CC1=NC(C)=NC(N2CCN(C)CC2)=C1)C3=CC=CC4=C3N=CC=C4
P37231,PPARG,activator,2,0.3378,O=C1C(O[C@H]2[C@@H]([C@H]([C@H](CO)O2)O)O)=C(C3=CC=C(O)C(O)=C3)OC4=CC(O)=CC(O)=C14
Q06124,PTPN11,inhibitor,3,0.3378,O=C1N(CC(C2=CC=C(Cl)C=C2)=O)C=NC3=C1C(CCCC4)=C4S3
P49841,GSK3B,inhibitor,2,0.3378,CN1C(=O)C=C(N=C1N2CCOC(C2)C3=CC=C(C=C3)F)C4=NC=NC=C4
O14757,CHEK1,inhibitor,1,0.3378,C1CNCC=C1C2=CC=CC=C2NC(=O)C3=CSC(=N3)C4=CC5=C(C=C4)OCC5
P06493,CDK1,inhibitor,1,0.3377,CN1C=C(C2=CSC(C3=CNC4=NC=CC=C43)=N2)C5=C1C=CC(Br)=C5
,tubulin,inhibitor,1,0.3377,COC1=CC(=C(C=C1)OC)NC2=C(C=CC=N2)C(=O)NCC3=CN(N=N3)CC4=CC(=CC(=C4)OC)OC
O95271,TNKS,inhibitor,1,0.3377,O=C1NC(SCCC(N[C@H]2CC[C@H](OC3=CC=C(C#N)C=C3)CC2)=O)=NC4=CC=CC=C41
P49841,GSK3B,inhibitor,2,0.3376,O=C(N1CCN(C(C2=CC=C(C)C=C2)=O)CC1)CSC3=NC4=NC=CC=C4O3
Q13535,ATR,inhibitor,2,0.3376,C1C(CC2=CC=CC=C21)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)Br)O)N
O00418,EEF2K,inhibitor,2,0.3376,CC1=CC(=CC(=C1O)C)C=C2C(=O)C=CC2=O
O00329,PIK3CD,inhibitor,2,0.3376,C[C@H](NC1=NC=NC2=C1N=CN2)C3=NC4=CC=CC=C4N3C5CCNCC5
P68400,CSNK2A1,inhibitor,2,0.3376,OC1=C2C(C=CC=N2)=C(S(=O)(O)=O)C=C1/N=N/C3=CC(S(=O)(O)=O)=C(/C=C/C4=C(S(=O)(O)=O)C=C(/N=N/C5=CC(S(=O)(O)=O)=C6C=CC=NC6=C5O)C=C4)C=C3
P19784,CSNK2A2,inhibitor,2,0.3376,OC1=C2C(C=CC=N2)=C(S(=O)(O)=O)C=C1/N=N/C3=CC(S(=O)(O)=O)=C(/C=C/C4=C(S(=O)(O)=O)C=C(/N=N/C5=CC(S(=O)(O)=O)=C6C=CC=NC6=C5O)C=C4)C=C3
P67870,CSNK2B,inhibitor,2,0.3376,OC1=C2C(C=CC=N2)=C(S(=O)(O)=O)C=C1/N=N/C3=CC(S(=O)(O)=O)=C(/C=C/C4=C(S(=O)(O)=O)C=C(/N=N/C5=CC(S(=O)(O)=O)=C6C=CC=NC6=C5O)C=C4)C=C3
Q6RVA0,MDR1,inhibitor,2,0.3376,O=C1C(C)=C(C)C2=C(C=C(OCCCCCN3CC4=CC(OC)=C(OC)C=C4CC3)C=C2)C1
P31749,AKT1,allosteric regulator,1,0.3376,O=C(C1=NN2C(C=C1)=NC(C3=CC=C(C4(N)CCC4)C=C3)=C2C5=CC=CC=C5)N
P31749,AKT1,allosteric regulator,1,0.3376,C1CC(C1)(C2=CC=C(C=C2)C3=C(N4C(=N3)C=CC(=N4)C(=O)N)C5=CC=CC=C5)N
P50613,CDK7,inhibitor,3,0.3375,CC1=NC2=C(C=NN2C(=C1)NC3CCN(CC3)C(=O)OC4CCN(C4)C(=O)C=CCN(C)C)C(C)C
Q8IXJ6,SIRT2,inhibitor,1,0.3374,O=C(N(C)CC1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1)C3=CNC4=C3C(CC(C)(C)C4)=O
Q13315,ATM,inhibitor,1,0.3374,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6
P43405,SYK,inhibitor,2,0.3373,O=C(NC1=CC=C(C(NS(=O)(C)=O)=O)C=C1)C2=CC=CC(C(N=C3NC(C=C4OC)=CC=C4OC)=CN5C3=NC=C5)=C2
Q7L7X3,TAOK1,inhibitor,1,0.3372,O=C(CNC(C1=CC=C(C2=CC=CC=C2)C=C1)=O)NC(CCC3)C4=C3C=CC=C4
,tubulin,activator,1,0.3372,CC(=O)NC1CCC2=CC(=C(C(=C2C3=C1C=C(C=C3)OP(=O)(O)O)OC)OC)OC
P37231,PPARG,activator,2,0.3371,O=C(NC1=C(CN2C(C(O)=O)=CC=C2)C=CC=C1)NC34C[C@@H]5C[C@@H](C[C@H](C4)C5)C3
,tubulin,inhibitor,1,0.3371,COC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NCC4=CC(=C(C=C4)F)F
O14965,AURKA,inhibitor,1,0.337,CC(CCNC(CN1C=C(C2=CC=C(C(C4=NC(C=CC=C5)=C5N4)=NN3)C3=C2)C=N1)=O)C
Q6RVA0,MDR1,inhibitor,2,0.337,O=C(N1CCC2=CC(OC)=C(C=C2C1)OC)C(O3)=CC=C3C4=CC=C(OC)C=C4
P50613,CDK7,inhibitor,3,0.3369,CC(C)C1=C2N=C(N=C(N2N=C1)NCC3=CC=CC=C3N4C=CC=N4)OC5CCCNC5
O00329,PIK3CD,inhibitor,2,0.3369,ClC1=C(C)C(C(N)=O)=C(C2=CC(F)=CC=C2)C(C(C)NC3=NC=NC4=C3NC=N4)=C1
P33981,TTK,inhibitor,1,0.3369,CC1=NC(N2CCOCC2)=CC=C1NC3=NC(NC(C)(CO)C)=C(C(C#N)=CN4)C4=N3
P49841,GSK3B,inhibitor,2,0.3368,O=C(NC1=CC=CC(C(F)(F)F)=C1)CSC(O2)=NN=C2CN3C4=CC=CC=C4N=C3C(F)(F)F
P49841,GSK3B,inhibitor,2,0.3368,C1C(SC2=CC=CC=C2N(C1=O)CC3=CC=CC=C3[N+](=O)[O-])CC4=CC=CC=C4
,tubulin,activator,1,0.3368,CC1=NC2=CC=CC=C2C(=C1)C(=C)C3=CC(=C(C=C3)OC)O
O14965,AURKA,inhibitor,1,0.3367,O=CCCN1CCSCC1OC2=CC=C(F)C=C2
P49841,GSK3B,inhibitor,2,0.3367,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CN=C(C(=N3)C(=O)NC4=CN=CC=C4)N
P49841,GSK3B,inhibitor,2,0.3367,C1=CC(=CC=C1C2NC(=O)NC(=N2)N)F
P06493,CDK1,inhibitor,1,0.3367,O=C(NC1=C/2C=CC=C1)C2=C3NC4=CC=CC=C4C/3=N/O
Q00535,CDK5,inhibitor,3,0.3367,O=C1/C(C2=CC=CC=C2N1)=C3/C(C(C=CC=C4)=C4N3)=N/O
Q00535,CDK5,inhibitor,3,0.3367,O=C1NC2=C(C=CC=C2)/C1=C3NC4=CC=CC=C4C\3=N/O
Q00535,CDK5,inhibitor,3,0.3367,OC1=C(C(CCC/C=C\C/C=C\CC(O)/C=C/C=C\C/C=C\CC)=O)C(O)=CC(O)=C1
P36507,MAP2K2,inhibitor,1,0.3367,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO
P06493,CDK1,inhibitor,1,0.3366,FC(C=C1)=CC2=C1NC(C3=NNC4=C3C=C(C5=CC(CNCC)=CN=C5)C=N4)=N2
Q92831,KAT2B,inhibitor,2,0.3366,O=C1N(C2=CC=C(C(CC)=O)C=C2)SC=C1
O60885,BRD4,inhibitor,1,0.3366,O=C1C2=C(OC)C=C(OC)C=C2N=C(C3=CC=C(OCCOC4=C(C(N)=O)C=CC=C4)C=C3)N1
P30304,CDC25A,inhibitor,1,0.3365,O=C(CC1=CN(CCCCCCCCCCCC)C2=CC=CC=C21)O
Q96GX5,MASTL,inhibitor,1,0.3365,C1CSCC2=C1C3=C(S2)N=C(NC3=O)C4=CC=C(C=C4)CN5C=CC=N5
P61073,CXCR4,inhibitor,2,0.3365,O=C(C1=CC=CC=C1N2C3=CC=C(Br)C=C3C=C2)NNC4=CN=CC=N4
P26358,DNMT1,inhibitor,2,0.3365,C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OC4CC(OC4CO)N5C=NC(=NC5=O)N)O
,tubulin,inhibitor,1,0.3365,CC1=C(C=CC(=C1)C#CC2=CC=CC=C2)N3C(=NC4=CC=CC=C4C3=O)C=CC5=C(C=CC(=C5)O)O
P49841,GSK3B,activator,2,0.3364,C1=CC(=CC=C1C2=CC=C(O2)C=C3C(=O)N(C(=S)S3)CCC(=O)[O-])[N+](=O)[O-].[K+]
P24941,CDK2,inhibitor,1,0.3364,CC(C)C1=CN=C2N1N=C(N[C@H](CC)CO)N=C2NCC3=CC=CC=C3
,tubulin,inhibitor,1,0.3364,COC1=CC(=CC(=C1O)OC)C=C2C3=CC=CC=C3C(=O)C4=C2SC=C4
O60885,BRD4,inhibitor,1,0.3364,O=C(C)N1[C@@H](C)C[C@@H](NC2=CC=C(Cl)C=C2)C3=C1C=CC(C4=CC=C(C(O)=O)C=C4)=C3
P29375,KDM5A,inhibitor,2,0.3363,O=C(C1=C2C(C=C(C(C3=CC=CC(N)=C3)OCCN4CCCCC4)S2)=NC=C1)O
P42345,MTOR,inhibitor,2,0.3363,CCOC(CN1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N)OCC
P42345,MTOR,inhibitor,2,0.3363,CCOC(OCC)CN1N=C(C2=CC(N=C(N)O3)=C3C=C2)C4=C1N=CN=C4N
O14757,CHEK1,inhibitor,1,0.3363,O=C(CS/1)N(C2=CC=CC=C2)C1=N\C3=NC(C4=CC=CC=C4)=CC(C5=CC=CC=C5)=C3C#N
P68400,CSNK2A1,inhibitor,2,0.3363,ClC1=C2C(C(CCC(/C3=C\NC4=CC=C(C)C=C4)=O)C3O2)=CC(O)=C1Cl
P19784,CSNK2A2,inhibitor,2,0.3363,ClC1=C2C(C(CCC(/C3=C\NC4=CC=C(C)C=C4)=O)C3O2)=CC(O)=C1Cl
P67870,CSNK2B,inhibitor,2,0.3363,ClC1=C2C(C(CCC(/C3=C\NC4=CC=C(C)C=C4)=O)C3O2)=CC(O)=C1Cl
P33981,TTK,inhibitor,1,0.3362,O=C(NC1CC1)C2=CC=C(C=C2)C3=CN=C4C(NCC(C)C)=NC=CN43
,tubulin,inhibitor,1,0.3362,COC1=C(OC)C(OC)=C(C(C(C(NCC2=CC(F)=C(F)C=C2)CC3)=C4)=CC=C(O)C4=O)C3=C1
Q96GD4,AURKB,inhibitor,1,0.3362,FC1=CN=C(NC2=CC=CC=C2)N=C1NC3=CC=CC=C3
P42345,MTOR,inhibitor,2,0.3361,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N
O14757,CHEK1,inhibitor,1,0.3361,C1CN(CCC1(F)F)C2=CC(=NC=C2)NC3=NC=C(S3)C4=CC(=CN=C4)C(=O)NCCN
P68400,CSNK2A1,inhibitor,2,0.3361,CC1=C(/C=C2C3=CC=CC=C3NC/2=O)NC(C)=C1CCC(O)=O
P19784,CSNK2A2,inhibitor,2,0.3361,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O
P67870,CSNK2B,inhibitor,2,0.3361,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O
P06493,CDK1,inhibitor,1,0.3361,O=C(C1=CC=CC=C1N/2)C2=C3C(NC4=C\3C=C(S(=O)(O)=O)C=C4)=O
